"No.","Time","Source","Destination","Protocol","Length","Info"
"107","0.055331","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0072, seq=52/13312, ttl=64 (no response found!)"
"108","0.055755","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0079, seq=185/47360, ttl=64 (no response found!)"
"109","0.056158","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0074, seq=36/9216, ttl=64 (no response found!)"
"110","0.056612","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0068, seq=156/39936, ttl=64 (no response found!)"
"111","0.057217","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0069, seq=122/31232, ttl=64 (no response found!)"
"112","0.057861","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006e, seq=66/16896, ttl=64 (no response found!)"
"113","0.058636","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0067, seq=72/18432, ttl=64 (no response found!)"
"114","0.059480","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=9/2304, ttl=64 (no response found!)"
"115","0.059886","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0074, seq=82/20992, ttl=64 (no response found!)"
"116","0.060284","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006f, seq=145/37120, ttl=64 (no response found!)"
"117","0.060881","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=181/46336, ttl=64 (no response found!)"
"118","0.061594","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0067, seq=199/50944, ttl=64 (no response found!)"
"119","0.062333","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=95/24320, ttl=64 (no response found!)"
"120","0.062781","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0074, seq=84/21504, ttl=64 (no response found!)"
"121","0.063181","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=37/9472, ttl=64 (no response found!)"
"122","0.063575","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0074, seq=90/23040, ttl=64 (no response found!)"
"123","0.063968","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0068, seq=119/30464, ttl=64 (no response found!)"
"124","0.064360","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=201/51456, ttl=64 (no response found!)"
"125","0.064751","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=188/48128, ttl=64 (no response found!)"
"126","0.065142","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0070, seq=98/25088, ttl=64 (no response found!)"
"127","0.065532","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0072, seq=93/23808, ttl=64 (no response found!)"
"128","0.065966","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0069, seq=65/16640, ttl=64 (no response found!)"
"129","0.066999","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0063, seq=79/20224, ttl=64 (no response found!)"
"130","0.067781","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=64/16384, ttl=64 (no response found!)"
"131","0.068542","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0057, seq=136/34816, ttl=64 (no response found!)"
"132","0.069289","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0068, seq=92/23552, ttl=64 (no response found!)"
"133","0.069988","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0061, seq=142/36352, ttl=64 (no response found!)"
"134","0.070656","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0074, seq=107/27392, ttl=64 (no response found!)"
"135","0.071214","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=3/768, ttl=64 (no response found!)"
"136","0.071646","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0061, seq=177/45312, ttl=64 (no response found!)"
"137","0.072061","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=167/42752, ttl=64 (no response found!)"
"138","0.072461","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006d, seq=10/2560, ttl=64 (no response found!)"
"139","0.072860","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=118/30208, ttl=64 (no response found!)"
"140","0.073257","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0073, seq=33/8448, ttl=64 (no response found!)"
"141","0.073657","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0073, seq=27/6912, ttl=64 (no response found!)"
"142","0.074053","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x002c, seq=166/42496, ttl=64 (no response found!)"
"143","0.074445","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=172/44032, ttl=64 (no response found!)"
"144","0.074941","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0079, seq=164/41984, ttl=64 (no response found!)"
"145","0.075331","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006f, seq=12/3072, ttl=64 (no response found!)"
"146","0.075719","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0075, seq=203/51968, ttl=64 (no response found!)"
"147","0.076311","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=51/13056, ttl=64 (no response found!)"
"148","0.076758","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0077, seq=110/28160, ttl=64 (no response found!)"
"149","0.077158","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0069, seq=132/33792, ttl=64 (no response found!)"
"150","0.077559","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006c, seq=44/11264, ttl=64 (no response found!)"
"151","0.077957","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006c, seq=174/44544, ttl=64 (no response found!)"
"152","0.078424","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=8/2048, ttl=64 (no response found!)"
"153","0.078820","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006e, seq=77/19712, ttl=64 (no response found!)"
"154","0.079259","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=208/53248, ttl=64 (no response found!)"
"155","0.079765","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=17/4352, ttl=64 (no response found!)"
"156","0.080232","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0064, seq=91/23296, ttl=64 (no response found!)"
"157","0.080690","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=102/26112, ttl=64 (no response found!)"
"158","0.081089","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0074, seq=42/10752, ttl=64 (no response found!)"
"159","0.081585","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006f, seq=134/34304, ttl=64 (no response found!)"
"160","0.081975","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=62/15872, ttl=64 (no response found!)"
"161","0.082360","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0072, seq=149/38144, ttl=64 (no response found!)"
"162","0.082780","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=88/22528, ttl=64 (no response found!)"
"163","0.083185","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006f, seq=13/3328, ttl=64 (no response found!)"
"164","0.083864","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0072, seq=207/52992, ttl=64 (no response found!)"
"165","0.084724","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0064, seq=113/28928, ttl=64 (no response found!)"
"166","0.085378","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=139/35584, ttl=64 (no response found!)"
"167","0.085798","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0072, seq=173/44288, ttl=64 (no response found!)"
"168","0.086194","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=99/25344, ttl=64 (no response found!)"
"169","0.086589","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=165/42240, ttl=64 (no response found!)"
"170","0.087096","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0076, seq=63/16128, ttl=64 (no response found!)"
"171","0.087497","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=34/8704, ttl=64 (no response found!)"
"172","0.087899","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0072, seq=128/32768, ttl=64 (no response found!)"
"173","0.088294","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0079, seq=163/41728, ttl=64 (no response found!)"
"174","0.088809","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0074, seq=131/33536, ttl=64 (no response found!)"
"175","0.089206","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0068, seq=209/53504, ttl=64 (no response found!)"
"176","0.089760","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0069, seq=75/19200, ttl=64 (no response found!)"
"177","0.090399","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006e, seq=202/51712, ttl=64 (no response found!)"
"178","0.091048","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0067, seq=11/2816, ttl=64 (no response found!)"
"179","0.091464","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=109/27904, ttl=64 (no response found!)"
"180","0.091864","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0074, seq=6/1536, ttl=64 (no response found!)"
"181","0.092268","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006f, seq=16/4096, ttl=64 (no response found!)"
"182","0.092665","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=94/24064, ttl=64 (no response found!)"
"183","0.093076","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0067, seq=169/43264, ttl=64 (no response found!)"
"184","0.093536","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=200/51200, ttl=64 (no response found!)"
"185","0.093935","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0074, seq=101/25856, ttl=64 (no response found!)"
"186","0.094346","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=170/43520, ttl=64 (no response found!)"
"187","0.094923","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0074, seq=100/25600, ttl=64 (no response found!)"
"188","0.095603","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0068, seq=103/26368, ttl=64 (no response found!)"
"189","0.096513","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=193/49408, ttl=64 (no response found!)"
"190","0.097281","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=70/17920, ttl=64 (no response found!)"
"191","0.098004","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0070, seq=135/34560, ttl=64 (no response found!)"
"192","0.098728","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0072, seq=61/15616, ttl=64 (no response found!)"
"193","0.099458","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0069, seq=86/22016, ttl=64 (no response found!)"
"194","0.100188","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0063, seq=7/1792, ttl=64 (no response found!)"
"195","0.100632","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=60/15360, ttl=64 (no response found!)"
"196","0.101036","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0057, seq=87/22272, ttl=64 (no response found!)"
"197","0.101527","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0068, seq=111/28416, ttl=64 (no response found!)"
"198","0.102228","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0061, seq=5/1280, ttl=64 (no response found!)"
"199","0.102907","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0074, seq=211/54016, ttl=64 (no response found!)"
"200","0.103618","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=43/11008, ttl=64 (no response found!)"
"201","0.104339","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0061, seq=2/512, ttl=64 (no response found!)"
"202","0.105066","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=85/21760, ttl=64 (no response found!)"
"203","0.105784","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006d, seq=31/7936, ttl=64 (no response found!)"
"204","0.106642","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0065, seq=176/45056, ttl=64 (no response found!)"
"205","0.107353","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0073, seq=197/50432, ttl=64 (no response found!)"
"206","0.108016","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0073, seq=154/39424, ttl=64 (no response found!)"
"207","0.108710","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x002c, seq=74/18944, ttl=64 (no response found!)"
"208","0.109429","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=161/41216, ttl=64 (no response found!)"
"209","0.110143","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0079, seq=112/28672, ttl=64 (no response found!)"
"210","0.110894","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x006f, seq=30/7680, ttl=64 (no response found!)"
"211","0.111627","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0075, seq=143/36608, ttl=64 (no response found!)"
"212","0.112344","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0020, seq=83/21248, ttl=64 (no response found!)"
"213","0.113056","127.0.0.1","127.0.0.1","ICMP","43","Echo (ping) request  id=0x0077, seq=148/37888, ttl=64 (no response found!)"
